id_candidatura,nome_urna,nome_candidato,fb_id,nome_cidade,sigla_estado,numero_partido,nota_partido,sigla_partido,Adoção por famílias LGBTs,Respeito à identidade de gênero de pessoas trans,Cota para mulheres no legislativo,Igualdade de gênero e raça nas escolas,Ações afirmativas raciais,Estado Laico,Combate à violência contra mulher,Descriminalização do aborto,Criminalização da LGBTfobia,Desmilitarização da polícia,Desapropriação por interesse social,Defesa do meio ambiente,Orçamento participativo,Transparência,votos_recebidos,cor_tse,genero,situacao_candidatura,situacao_eleitoral
685,Rhayana Meirelles,Rhayana Meirelles,1347666495273595,São José dos Campos,SP,13,90,PT,S,S,S,S,S,S,S,S,S,N,S,N,S,S,225,PRETA,MASCULINO,DEFERIDO,SUPLENTE
82,Greice Keli,Greice Keli,10209273835895489,Poços de Caldas,MG,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,878,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
99,Professora Roberta,Roberta de Andrade,1267869903263552,Poços de Caldas,MG,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,74,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
714,Julia Monson,Julia Monson,1016935665071091,Osasco,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,160,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
753,Márcia Gori,Márcia Gori,10202059782053737,São José do Rio Preto,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,N,S,S,142,BRANCA,FEMININO,DEFERIDO,SUPLENTE
133,Gian,Gianfranco Lopes,1429621593722559,Poços de Caldas,MG,50,100,PSOL,S,S,S,S,S,S,S,S,N,S,S,S,S,S,59,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
584,Heloísa Barrozo,Heloísa Barrozo de Assiz,10210714053031958,Cosmópolis,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,182,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
181,Mariah,Mariahmarques Marques,1069627626417583,João Pessoa,PB,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,186,PARDA,FEMININO,DEFERIDO,SUPLENTE
388,Laura Alves,Laura Alves,1225402714165997,Jaguarão,RS,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,40,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
618,Marcio Tom,Marcio Tom,1071295619657586,São Paulo,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,797,PRETA,MASCULINO,DEFERIDO,SUPLENTE
534,Rosa Morgado,Rosa De Oliveira Morgado,1110150399065002,Monte Alto,SP,13,90,PT,S,S,S,S,S,N,S,N,S,S,S,S,S,S,31,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
25,Paula Vielmo,Paula Vielmo,1070395586377698,Barreiras,BA,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,513,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
20,Lorena Aguiar,Lorena Aguiar,1394996927181997,Feira de Santana,BA,50,100,PSOL,N,N,N,N,N,N,N,N,N,N,N,N,N,N,711,PRETA,FEMININO,DEFERIDO,NÃO ELEITO
44,Ismael Lima,Ihsmmaell Limmah,962578330537535,Senador Pompeu,CE,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,103,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
576,Paulo Emendabili,Paolo Emendabili Souza Barros De Carvalhosa,10209309329482275,São Paulo,SP,36,38,PTC,S,S,S,S,S,S,S,N,S,N,S,S,S,S,380,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
704,Thainara Faria,Thainara Faria,1181608271910326,Araraquara,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1572,PARDA,FEMININO,DEFERIDO,ELEITO POR QP
474,Raquel Migliorini,Raquel Migliorini,10207710013774392,Joinville,SC,13,90,PT,S,S,S,S,S,N,S,S,S,S,N,S,S,S,575,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
535,Marcos Camargo,Marcos Camargo,1358622637488991,Campinas,SP,77,34,SD,N,N,S,N,N,N,S,N,N,N,S,S,S,S,139,PRETA,MASCULINO,DEFERIDO,SUPLENTE
822,ROSE LONGHINI,Rosemary Longhini,10154572940432156,São José do Rio Preto,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,742,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
413,Alice Schinato Reis,Alice Reis,1188704047884633,Vacaria,RS,13,90,PT,S,S,S,S,S,N,S,S,N,N,S,N,S,S,69,BRANCA,FEMININO,DEFERIDO,SUPLENTE
593,Marcos Ankito,Marcos Nascimento,1210059495728124,Campinas,SP,43,51,PV,S,S,S,S,S,S,S,N,N,S,S,S,S,S,184,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
184,Jô Oliveira,Jô Oliveira,1444782255536895,Campina Grande,PB,40,56,PSB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1544,PRETA,FEMININO,DEFERIDO,SUPLENTE
106,Carlos Santos,Carlos Santos,10208739233610842,Governador Valadares,MG,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,289,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
60,Lana Luna,Queila Normando,1190874134284854,Goiânia,GO,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,0,BRANCA,FEMININO,INDEFERIDO,NÃO ELEITO
430,GUTO LOPES,Carlos Guto Lopes,750528115089626,Viamão,RS,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,851,BRANCA,MASCULINO,DEFERIDO,ELEITO POR QP
139,Luciana Lopes,Luciana Lopes Nominato Braga,10154112561433049,Belo Horizonte,MG,30,50,NOVO,S,S,N,N,N,S,N,S,N,S,N,N,S,S,2276,PARDA,FEMININO,DEFERIDO,SUPLENTE
607,Fabi Virgilio,Fabiana Virgilio,1210880038933088,Araraquara,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,638,BRANCA,FEMININO,DEFERIDO,SUPLENTE
75,Stefany Avelino,Stefany Avelino,1204284866299964,Cataguases,MG,77,34,SD,S,N,S,S,S,S,S,S,S,S,S,S,S,S,41,BRANCA,FEMININO,DEFERIDO,SUPLENTE
199,NEYL SANTOS,Neyl Santos,1188541931209044,Recife,PE,13,90,PT,S,S,S,S,S,S,S,S,N,S,S,S,S,S,0,PRETA,MASCULINO,INDEFERIDO COM RECURSO,NÃO ELEITO
62,Milton Júnior - Miltinho,Milton Gonçalves Júnior,1236461486376454,Goiânia,GO,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,431,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
656,Professora NILVA,Professora Nilva,10206276906235848,São Paulo,SP,77,34,SD,S,S,S,S,S,S,S,N,N,N,S,S,S,S,1258,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
507,Mariana Conti,Mariana Conti,283201418740092,Campinas,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,6956,BRANCA,FEMININO,DEFERIDO,ELEITO POR QP
11,Professora Ocilene,Ocilene Cantidio,1578962712129123,Macapá,AP,50,100,PSOL,S,S,N,S,S,N,S,S,S,S,S,N,S,S,271,PARDA,FEMININO,DEFERIDO,SUPLENTE
264,Rafa Wiest,Rafaelly Wiest,1131984240215989,Curitiba,PR,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,486,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
638,Lucas Postinguel,Lucas Postinguel,1120725101381259,Monte Castelo,SP,45,28,PSDB,N,N,N,N,N,N,S,N,N,N,S,S,S,S,228,BRANCA,MASCULINO,DEFERIDO,ELEITO POR QP
563,SERGIO MORAES,Sergio Moraes,1335393686491597,Campinas,SP,55,14,PSD,S,S,S,S,S,S,S,S,S,N,S,N,S,S,113,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
455,Fernanda Miranda,Fernanda Pinto Miranda,10207494452621256,Pelotas,RS,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1250,BRANCA,FEMININO,DEFERIDO,ELEITO POR QP
159,Nana Oliveira,Nana Oliveira,1536582943034062,Belo Horizonte,MG,50,100,PSOL,S,S,S,S,S,S,N,S,N,S,S,S,S,S,378,PRETA,FEMININO,DEFERIDO,SUPLENTE
566,bambam,Silvana Mendes Dos Santos,10206067119592000,Itararé,SP,13,90,PT,S,S,S,S,S,N,S,N,N,N,N,N,S,N,27,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
824,Palhaço Melancia,Marquinhos Costa,1170617642981929,Paulínia,SP,50,100,PSOL,S,N,S,S,S,S,S,N,S,S,S,S,S,S,9,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
137,Luciana Dantas,Luciana Dantas Andrade,1078638802173105,Caxambu,MG,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,39,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
804,Conrado Carrasco,Conrado Carrasco,10153938032473527,Itanhaém,SP,18,73,REDE,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1232,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
517,ROGÉRIO DIAS,Rogério Dias,653562154803453,Campinas,SP,45,28,PSDB,S,S,S,S,N,S,S,N,S,S,S,S,S,S,523,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
53,Lena Signorelli,Fabricio J. F. Ezhno,313289612380288,Vitória,ES,13,90,PT,S,S,S,S,S,S,N,S,S,S,S,S,S,S,359,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
559,Inês Paz,Inês Paz,1190176307672558,Mogi das Cruzes,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1609,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
93,Antonio Januzzi,Antonio Januzzi Marchi De Godoi,10210573144713089,Belo Horizonte,MG,50,100,PSOL,S,N,N,S,S,N,S,S,N,S,S,S,S,S,380,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
837,Cristiano Martins Oliveira,Cristiano Oliveira,10210113456888479,Registro,SP,45,28,PSDB,S,S,S,S,S,N,S,N,S,N,S,S,S,S,972,BRANCA,MASCULINO,DEFERIDO,ELEITO POR QP
357,Gilson Gabriel,Gilson Gabriel,1245778438808154,Valença,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,307,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
713,Lavinho,Lavinho OitavaNota,314261538928460,Santo André,SP,19,54,PTN,S,S,S,S,S,N,S,N,S,N,S,S,S,S,54,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
153,Cristal Lopez,Cristal Lopez,1205694912820529,Belo Horizonte,MG,50,100,PSOL,S,S,S,S,S,N,S,S,S,S,S,S,S,S,2705,PRETA,MASCULINO,DEFERIDO,SUPLENTE
624,Prof olavo,Olavo Jurevicius Jurevicius,10210053802209182,Carapicuíba,SP,50,100,PSOL,S,S,N,S,S,S,S,S,S,S,S,S,S,S,76,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
620,PROFESSORA MARIANGELA,Mariângela Jacomini,1214976105241812,São João da Boa Vista,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,304,PRETA,FEMININO,DEFERIDO,NÃO ELEITO
836,Glauco Giuliano,Glauco Giuliano Vicentin Gobbi,1167633089941433,Jundiaí,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,765,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
698,Alex Eduardo GM,Alex Eduardo,249363102131115,Paulínia,SP,14,36,PTB,S,S,N,N,S,N,N,N,N,N,S,N,S,S,394,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
571,Alexandre Lopes,Alexandre Lopes,1036573619744833,São Bernardo do Campo,SP,50,100,PSOL,S,S,S,S,S,S,N,S,S,S,S,S,S,S,365,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
427,Vivi Atalaia,Viviane Atalaia,1214746491880233,Rio Grande,RS,13,90,PT,S,S,S,S,S,S,S,N,S,S,S,S,S,S,199,BRANCA,FEMININO,DEFERIDO,SUPLENTE
706,Cleo Teixeira,Cleo Teixeira,1201770559845076,Jundiaí,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,156,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
646,Diana Assunção,Diana Assunção,10201847577907278,São Paulo,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,3590,BRANCA,FEMININO,DEFERIDO,SUPLENTE
673,Bombeiro Barros,Roberto Barros,1438192636197966,Guarulhos,SP,13,90,PT,N,N,S,N,S,S,S,S,S,S,S,S,S,S,129,PARDA,MASCULINO,DEFERIDO,SUPLENTE
604,Adriana Marestoni,Adriana Marestoni Spadoni,1215843305139029,Campinas,SP,25,14,DEM,S,S,N,S,N,N,S,N,S,N,S,S,S,S,233,BRANCA,FEMININO,DEFERIDO,SUPLENTE
547,soninha cipriano,Soninha Cipriano,1166664583390267,São Paulo,SP,27,25,PSDC,S,S,S,S,S,S,S,N,N,N,S,S,S,S,105,PRETA,FEMININO,DEFERIDO,NÃO ELEITO
782,PROF. JACKSON BARBOZA,Jackson Barboza,10210414743946332,Campinas,SP,14,36,PTB,S,S,S,S,S,S,S,N,S,N,S,S,S,S,272,PRETA,MASCULINO,DEFERIDO,SUPLENTE
619,Hugo Leonardo,Hugo Leonardo,671918279634650,Franca,SP,13,90,PT,S,S,S,S,S,N,S,N,S,S,S,S,S,S,23,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
54,Lena Signorelli,Lena Signorelli,1426947607319877,Vitória,ES,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,N,S,S,359,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
289,Marcos Habib,Marcos Vinicios H. Moreira,308597382848498,Teresópolis,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,83,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
527,Professora Juliana,Juliana Soares Do Nascimento,779471035489110,Americana,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,506,BRANCA,FEMININO,DEFERIDO,SUPLENTE
585,clistenes,Clistenes Silva,340212716317576,Campinas,SP,31,30,PHS,S,S,N,N,N,S,N,N,N,N,S,N,S,S,0,BRANCA,MASCULINO,INDEFERIDO,NÃO ELEITO
763,JOÃO SCARPA,João Scarpa,1240129109378075,Piracicaba,SP,19,54,PTN,S,S,S,S,S,S,S,S,S,S,S,S,S,S,731,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
730,Rachel Fogaça,Rachel Fogaça,1338601986180583,Ribeirão Preto,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,548,BRANCA,FEMININO,DEFERIDO,SUPLENTE
127,TÕE BigTon Pintor,Bigton Eduardo,10208945646371040,Itamogi,MG,51,26,PEN,S,N,N,S,N,S,S,S,S,N,S,S,S,S,39,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
525,Professora Lica,Elisangela Kelly Delarica Lica,1266768653354609,Campinas,SP,22,15,PR,S,S,S,S,S,N,S,N,S,S,S,S,S,S,493,PRETA,FEMININO,DEFERIDO,SUPLENTE
587,JORGE VEIGA,Jorge Veiga Junior,10202394972471107,Campinas,SP,40,56,PSB,S,S,N,S,N,N,S,N,N,N,S,S,S,S,1634,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
705,MONTANHA,Luiz Henrique Dos Santos,298975797140463,Campinas,SP,18,73,REDE,S,S,S,S,S,S,S,S,S,S,S,S,S,S,84,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
201,Daniel Finizola,Daniel Finizola,570759063110963,Caruaru,PE,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2017,PARDA,MASCULINO,DEFERIDO,ELEITO POR MÉDIA
642,Professor Celimar,Celimar Gomes da Silva,10205599618149231,Campinas,SP,33,38,PMN,S,N,N,S,N,S,N,N,N,N,S,S,S,S,189,PARDA,MASCULINO,DEFERIDO,SUPLENTE
615,Professora Rose,Leandro Rodriguez,1207337979338347,Santo André,SP,45,28,PSDB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,567,BRANCA,FEMININO,DEFERIDO,SUPLENTE
543,Professor Über,Überkönnenstein Anderson,860735780692571,Carapicuíba,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,496,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
120,Cris Rocha,Cris Rocha,10202292148940683,Belo Horizonte,MG,51,26,PEN,S,S,S,S,S,N,S,N,N,S,S,N,S,S,111,PARDA,FEMININO,DEFERIDO,NÃO ELEITO
694,LUIS CLAUDIO,Luís Cláudio Messa Longo,1192529454138773,Suzano,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,440,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
19,UILSON ALVES,Uilson Alves,1229188203769203,Salvador,BA,15,39,PMDB,N,N,S,N,S,N,N,N,N,N,S,S,S,S,206,PARDA,MASCULINO,DEFERIDO,SUPLENTE
692,SONIA SECCON,Sonia Aparecida,531852730357082,Campinas,SP,36,38,PTC,S,S,S,S,S,S,S,N,S,S,S,S,S,S,34,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
391,Ezequiel Costa,Ezequiel Costa,1030329087083883,Ijuí,RS,13,90,PT,S,S,S,S,S,S,S,N,S,S,S,S,S,S,48,PRETA,MASCULINO,DEFERIDO,SUPLENTE
536,Buiu,Nazareno Antonio da Silva,1482333255114049,São Paulo,SP,13,90,PT,S,S,S,S,S,S,S,N,N,N,S,S,S,S,8252,PRETA,MASCULINO,DEFERIDO,SUPLENTE
838,Doraci Alves Lopes,Doraci Lopes,1294589257240652,Campinas,SP,13,90,PT,S,S,S,S,S,S,S,S,N,S,S,S,S,S,610,BRANCA,FEMININO,DEFERIDO,SUPLENTE
674,Delegada Teresinha,Teresinha de Carvalho,888356651297006,Campinas,SP,45,28,PSDB,S,N,S,S,S,N,S,N,S,N,S,N,S,S,1645,BRANCA,FEMININO,DEFERIDO,SUPLENTE
151,MARCOS LIMA POLICIAL FEDERAL,Marcos Paquito Maciel,1384877458193310,Belo Horizonte,MG,51,26,PEN,S,S,N,S,S,S,S,N,N,S,S,S,S,S,447,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
718,Naia Camargo,Naiara Camargo,1067629696607851,Campinas,SP,65,91,PC do B,S,N,N,S,N,N,S,N,S,N,S,N,S,S,9,PRETA,FEMININO,DEFERIDO,SUPLENTE
676,Danilo Magrão,Danilo Magrão,1139841479428150,Campinas,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1009,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
339,Carolina Cacau,Carolina Ca Cau,1099370673491098,Rio de Janeiro,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1842,PRETA,FEMININO,DEFERIDO,SUPLENTE
132,Flavia Valle,Iaci Maria,1390244494336192,Contagem,MG,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,693,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
186,RONILDO CABRAL,Ronildo Cabral,10205585186748859,Campina Grande,PB,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,190,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
772,PADILHA,Fernando Padilha,10207114362365429,Campinas,SP,18,73,REDE,S,S,S,S,S,S,S,S,S,S,S,S,S,S,64,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
695,Belo - Everson,Belo Everson,1223582227699643,Campinas,SP,40,56,PSB,S,S,N,S,S,S,S,S,S,S,S,S,S,S,332,PRETA,MASCULINO,DEFERIDO,SUPLENTE
697,Bene Lima,Bene Lima,2230116800460574,Campinas,SP,25,14,DEM,S,N,N,N,N,N,S,N,N,N,S,N,S,S,412,PARDA,MASCULINO,DEFERIDO,SUPLENTE
567,Jair da Farmácia,Jair da Famácia,177578409316238,Campinas,SP,10,14,PRB,S,S,S,S,N,N,S,N,S,N,S,S,S,S,2633,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
599,GABRIELA CABRAL,Gabriela Cabral,1126616657434523,São Paulo,SP,13,90,PT,S,S,S,S,S,S,N,S,S,S,S,S,S,S,229,BRANCA,FEMININO,DEFERIDO,SUPLENTE
438,Leonel Radde,Leonel Guterres Radde,10211230638580622,Porto Alegre,RS,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2924,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
521,Eduardo Guimarães,Eduardo Guimarães,1206856662698409,São Paulo,SP,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1304,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
637,Sérgio Sá,Sérgio Sá,1237146096327436,São Paulo,SP,27,25,PSDC,S,S,S,S,S,S,S,S,S,S,S,S,S,S,354,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
140,Rondinele Big Mix,Rondinele Pereira,796363330505494,Belo Horizonte,MG,19,54,PTN,N,N,S,S,S,N,S,N,N,S,S,S,S,S,844,PARDA,MASCULINO,DEFERIDO,SUPLENTE
752,Rosa do caminha,Rosa Duarte,1052691858182038,Campinas,SP,23,68,PPS,S,S,S,S,N,S,S,N,N,N,S,S,S,S,43,BRANCA,FEMININO,DEFERIDO,SUPLENTE
783,Paulo Fiorilo,Paulo Roberto Fiorilo,917051401772215,São Paulo,SP,13,90,PT,S,S,S,S,S,S,S,N,S,S,S,S,S,S,24767,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
411,Olmir Cadore,Olmir Cadore,536736869866127,Caxias do Sul,RS,14,36,PTB,S,S,S,S,N,N,S,N,S,S,S,S,S,S,1565,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
813,Carlos Alexandre,Carlos Alexandre Silva,942552225890534,Campinas,SP,43,51,PV,S,S,S,S,S,S,S,S,S,S,S,S,S,S,274,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
795,Presbítero Daniel,Daniel Moreira,558910180961528,São Paulo,SP,25,14,DEM,S,N,N,N,S,N,S,S,N,N,S,S,N,S,1510,PARDA,MASCULINO,DEFERIDO,SUPLENTE
701,Prof Annalucia,Annalucia Garcia,1225228167550641,São José do Rio Preto,SP,43,51,PV,S,S,S,S,S,S,S,S,S,S,S,S,S,S,61,PARDA,FEMININO,DEFERIDO,SUPLENTE
794,DENY EDUARDO,Deny Eduardo,1211706748900653,Franca,SP,18,73,REDE,S,S,S,S,S,S,S,S,S,S,S,S,S,S,341,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
70,AnaLuta Campos,Ana Lúcia Campos Moreira,1416809791681420,Belo Horizonte,MG,12,52,PDT,S,S,S,S,S,S,S,N,S,N,S,S,S,S,207,PARDA,FEMININO,DEFERIDO,NÃO ELEITO
580,Professora Mirian,Mirian Pereira,1173608359364377,Campinas,SP,18,73,REDE,S,S,S,S,N,S,S,N,S,N,S,S,S,S,73,PARDA,FEMININO,DEFERIDO,NÃO ELEITO
710,Valadão da Construção,Messias Valadão,529927143867108,São Paulo,SP,44,17,PRP,S,S,N,S,N,N,S,N,N,N,S,N,N,S,334,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
597,VILELA,Alcino Vilela,1017149365050144,Campinas,SP,18,73,REDE,S,N,S,S,S,S,S,N,S,N,S,S,S,S,417,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
447,Hosana Piccardi,Hosana Piccardi,1205498319509237,Porto Alegre,RS,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,292,BRANCA,FEMININO,DEFERIDO,SUPLENTE
115,Alessandra Ribeiro,Alessandra Ribeiro Ribeiro,632825176897349,Belo Horizonte,MG,23,68,PPS,S,N,S,S,S,N,S,N,S,N,S,S,S,S,158,PRETA,FEMININO,DEFERIDO,SUPLENTE
665,Wesley Santos,Wesley Santos,165538373891828,São Paulo,SP,17,50,PSL,S,S,S,S,N,N,S,N,S,N,S,S,S,S,0,BRANCA,MASCULINO,INDEFERIDO,NÃO ELEITO
131,Roni,Claudio Silva,1848233562065608,Esmeraldas,MG,18,73,REDE,S,N,S,S,S,N,S,N,S,S,S,S,S,S,418,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
355,PokéZefa,Regina Bento,1257347217642731,São João de Meriti,RJ,31,30,PHS,N,N,N,N,N,S,S,N,S,N,S,N,S,S,97,BRANCA,FEMININO,DEFERIDO,SUPLENTE
586,REANOLFO,Reanolfo Cláudio de Siqueira,10206146706421713,São Paulo,SP,36,38,PTC,S,S,S,S,S,N,N,N,S,N,S,N,S,S,196,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
777,RODRIGO SALOMÉ,Rodrigo Salomé,1118168884931496,Campinas,SP,45,28,PSDB,N,N,N,N,N,N,N,N,N,N,N,N,N,N,192,PRETA,MASCULINO,DEFERIDO,SUPLENTE
123,missionaria irismeire,Irismeire Corgosinho,572496666273745,Belo Horizonte,MG,19,54,PTN,N,N,S,N,N,S,S,N,N,N,S,N,S,S,172,BRANCA,FEMININO,DEFERIDO,SUPLENTE
197,BIU TUR,Severino Gonçalves Gonçalves,927156257388688,Olinda,PE,33,38,PMN,N,S,N,S,S,N,N,N,S,N,S,N,S,S,224,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
103,Robertinha Lagoa Santa,Robertinha Lagoa Santa,10209538490395454,Lagoa Santa,MG,51,26,PEN,S,S,S,S,S,S,S,S,S,N,S,S,S,S,32,PARDA,FEMININO,DEFERIDO,SUPLENTE
688,Antonio Lino,Antonio Lino da Silva,850197598414900,Mogi das Cruzes,SP,40,56,PSB,S,S,N,N,S,N,S,S,S,N,S,N,S,S,4143,PARDA,MASCULINO,DEFERIDO,ELEITO POR QP
267,Nilton Aparecido Bobato,Nilton Bobato,1019537851478196,Foz do Iguaçu,PR,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,3998,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
50,Denis Rizzoli,Denis Alves Rizzoli,1276708209029843,Fundão,ES,43,51,PV,S,S,S,S,S,S,S,S,S,S,S,S,S,S,29,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
143,Paulo Medeiros,Paulo Medeiros,1188348694559384,Belo Horizonte,MG,11,15,PP,S,S,S,S,S,N,S,N,S,N,S,S,S,S,489,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
725,WAGNER LIMA,Tuga Martins,10210583345001473,Santo André,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2415,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
59,Professor Glauber Bittar,Glauber Bittar,1108769995844091,Piracanjuba,GO,55,14,PSD,S,S,S,S,S,N,S,N,S,N,S,S,S,S,245,PARDA,MASCULINO,DEFERIDO,SUPLENTE
693,Dr Fabio Manzano(FABINHO),Fabio Augusto Manzano,10207332404374947,Vinhedo,SP,36,38,PTC,S,S,N,S,S,N,S,N,S,N,S,S,S,S,45,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
10,Marta de Paula,Marta De Paula,10209896382500111,Manaus,AM,50,100,PSOL,N,N,N,N,N,N,N,N,N,N,N,N,N,N,71,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
